1298459294199	grimbergen_lager	Grimbergen Blond	1298412463883,1298412463871,1298412463881,1300352297383,1299399186159,1299076781545,1298412463874,1298412463884	strong,foreign	1298459122255
1298459294200	gubernijos_kvietinis	Gubernijos kvietinis	1298412463895	white	1298459294198
1298459523771	hbh	HBH Juozo alus	1298412463888	dark,rural	1298459523771
1298459523772	heineken	Heineken	1298412463872,1300352297384,1298412463924,1298412463901,1298412463878,1298412463929,1298412463925,1298412463876	lager,foreign	1298459523772
1298459989652	hoegaarden	Hoegaarden	1302817536972,1298412463883,1300353421053,1298412463924,1298412463900,1298412463929,1299399186159,1298572132631,1305795077099	white,foreign	1298459989652
1298460438888	jovaru_snekutis	Jovarų šnekutis	1298412463927	lager,rural	1298460438888
1298460438889	kalnapilis_grand	Kalnapilis grand	1298412463882,1298412463872,1298412463921,1298412463911,1298412463904,1298412463889	lager	1298460438889
1298460821095	kanapinis	Kanapinis tamsus	1300352297382,1298412463882,1301595464872,1298412463876	dark,rural	1298460821095
1298461109242	katedros_medaus	Katedros Medaus	1298412463905,1298412463928	lager,rural	1298461109242
1298461109243	katedros_sviesusis	Katedros Šviesusis	1298412463905,1298412463928	lager,rural	1298461109242
1298461109244	katedros_tamsusis	Katedros Tamsusis	1298412463905,1298412463928,1298412463876	dark,rural	1298461109242
1298461966693	kozel	Kozel	1298412463872,1298412463894,1298412463929,1298412463889	dark,rural	1298461966693
1298462222793	kronenbourg_1664	Kronenbourg 1664	1298412463924,1300871783651	lager,foreign	1298462222792
1298462222794	krusovice	Krušovice	1298412463872,1298412463913,1298412463924,1298412463897	dark,foreign,light	1298462222793
1298462812235	kunigaiksciu	Kunigaikščių	1298412463930,1298412463921	strong,rural	1298459294198
1298462812236	memelis_sviesus	Memelio Šviesusis Gyvasis	1298412463892,1298412463886	lager,rural	1298462812235
1298462812237	memelis_karamelinis	Memelio Karamelinis Vyšnių	1298412463886	rural	1298462812235
1298462812238	memelis_juodas	Memelio Juodasis Degintas	1298412463886	dark,rural	1298462812235
1298462812239	memelis_kvietinis	Memelio Kvietinis Medaus	1298412463886	white,rural	1298462812235
1298463390704	murphys_stout	Murphy's Stout	1298412463924,1298412463900	dark,foreign	1298463390704
1298463390705	new_castle_brown_ale	Newcastle Brown Ale	1300353421053,1298412463924	dark,foreign	1298463390705
1298463390706	pilies	Pilies	1298412463911	lager	1298463390706
1298463963495	pogo	PoGO šviesusis	1298412463901	lager	1298463963495
1298464103132	raudonuju_dobilu	Raudonųjų Dobilų	1300352297384,1298412463895,1301595464872	dark,rural	1298464103131
1298464267083	rinkuskiu_proginis	Rinkuškių proginis	1298412463872,1298412463895,1298412463927	lager,rural	1298464267083
1298465971008	samson	Samson	1298412463872,1298412463924,1298412463901,1298412463897,1298412463909,1298412463875	dark,foreign	1298465958797
1298466191592	sinkoriu	Šinkorių	1298412463877	rural	1298466191592
1298466191593	sinkoriu_tamsus	Šinkorių tamsusis	1298412463877	dark,rural	1298466191592
1298466366568	staropramen	Staropramen	1298412463899	lager,foreign	1298465958798
1298466598918	stella_artois	Stella Artois	1298412463924,1298412463900,1299399186159,1298572132631,1298564989990	lager,foreign	1298466598917
1298467039549	svyturys_baltijos	Švyturys Baltijos	1298412463871,1298412463872,1298412463921,1298412463892,1298412463915,1302817535835,1298412463874	strong,dark	1298412573792
1298467214231	svyturys_ekstra	Švyturys Ekstra	1298412463921,1298412463911,1302817535835,1299399186159,1302817536972,1298412463881,1298412463892,1298412463877,1298412463906,1298412463915,1298412463896,1298412463889,1298412463916,1298412463919,1298412463874,1300871783651,1298412463884,1298412463885	lager	1298412573792
1298467933276	tauro_tradicinis	Tauro Tradicinis	1298412463921	lager,strong	1298467933276
1298467933277	tores	Tores gyvas nefiltruotas	1298412463917	dark,rural	1298467933277
1298467933278	tucher	Tucher	1298572132631,1298564989990	foreign	1298467933278
1298467933279	tucher_weis	Tucher šviesus	1298412463872	white,foreign	1298467933278
1298468222478	utenos	Utenos	1302817536972,1298412463872,1298412463911,1298412463896	lager	1298468222478
1298468409249	varniuku_alus	Varniukų tamsusis	1298412463912,1298412463895,1298412463914,1298412463901,1298572132634	dark,rural	1298468400664
1298468409250	veltins	Veltins	1298412463924,1298412463903	lager	1298468409249
1298468640960	vilkmerges	Vilkmergės	1298412463882	rural	1298468640960
1298468640961	vilkmerges_tamsusis	Vilkmergės tamsusis	1298412463895,1298412463887	dark,rural	1298468640960
1298468640962	vilniaus_kvietinis	Vilniaus kvietinis	1298412463901,1298412463927,1298572132634	white	1298468640961
1298468640963	vilniaus_nefiltruotas	Vilniaus nefiltruotas	1298412463895,1298412463927	lager	1298468640961
1298468992555	volf_engelman	Volf Engelman	1298412463882,1298412463877,1298412463878,1298412463875,1298412463876	lager	1298468992555
1298468992556	warsteiner	Warsteiner	1298572132635,1298412463929,1298412463903,1298412463909	lager,foreign	1298468992556
1298469264835	zubr	Zubr	1298412463925	lager,foreign	1298469264835
1298469264836	leffe	Leffe	1302817536972,1300352297384,1298412463900,1298572132631	strong,white,foreign	1298469264836
1298469264837	avilio_sviesusis	Avilio šviesusis	1298412463870	rural	1298469264837
1298469264838	medaus_pussviesis	Medaus pusšviesis	1298412463870	rural	1298469264837
1298469579002	velvet	Velvet	null	foreign	1298465958798
1298558376245	murphys_red	Murphys Red	1302817536972,1298412463924,1298412463900,1299399186159	lager	1298463390704
1298573281777	leffe_brune	Leffe Brune	1298572132631	strong,dark	1298469264836
1298573285301	budweiser	Budweiser	1300352297384,1298412463924	lager	1298465958797
1298573473092	kalnapilis	Kalnapilis	1300352297382,1300352297384,1298572132634	lager	1298460438889
1298573744976	kupiskenu_sventinis	Kupiškėnų Šventinis	1300352297382,1301595464872,1298572132634	rural	1298573744976
1298573744977	salaus	Salaus	1300352297384,1298572132634	rural	1298573744976
1298624622840	budweiser_dark	Budweiser dark	1298412463924	dark	1298465958797
1298624622841	bernard	Bernard	1300352297382,1302817536972,1300352297384,1298412463924	lager	1298454754870
1298624622842	krusovice_cerne	Krušovice Černe	1300352297382,1298412463924	dark	1298462222793
1298624622844	erdinger_dunkel	Erdinger Dunkel	1298412463924	dark	1298458184071
1299076900891	cizo	Čižo naminis tamsus	1299076781545	dark	1299076781545
1300352297382	vilniaus_tamsusis	Vilniaus tamsusis	1300352297384,1301595464872	dark	1298468640961
1300352923282	lokio_zemaitiskas	Lokio Žemaitiškas	1300352297384,1301595464872	rural	1300352923282
1300352923283	kauno_tamsusis	Kauno tamsusis	1300352297384,1301595464872	dark	1298458184070
1300352923284	alyno_sviesusis	Alyno šviesusis	1300352297384	rural	1300352923283
1300353237844	ponoro_kaimisksa	Ponoro kaimiškas	1300352297384,1301595464872	rural	1300353237844
1300353237845	kozel_dark	Kozel dark	1300352297384	dark	1298461966693
1301935654478	lobkowicz_demon	Lobkowicz Demon	1300352297382	lager,foreign	1301935654478
1302817535363	chimay	Chimay	1302817536972	foreign	1302817535363
1302817535364	paulaner_munchen	Paulaner Original Münchner Hell 	1302817536972	light	1302817535364
1302817535365	kanapinis_sviesus	Kanapinis šviesus	1298572132634	light,rural	1298460821095
1302817536972	duvel	Duvel	1302817536972	foreign	1302817536972
1302817536973	kwak	Pauwel Kwak	1299399186159	strong	1302817536973
